Entity,Code,Year,Continent,Date,Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned),Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned) Annotations,Weekly death growth (%),Weekly death growth (%) Annotations
Abkhazia,OWID_ABK,2015,Asia,,,,,
Kuwait,KWT,,,2020-04-23,0.33429,,400,
Kuwait,KWT,,,2020-04-24,0.36771,,450,
Kuwait,KWT,,,2020-04-25,0.33429,,150,
Kuwait,KWT,,,2020-04-26,0.43471,,160,
Kuwait,KWT,,,2020-04-27,0.43471,,116.666666666667,
Kuwait,KWT,,,2020-04-28,0.43471,,85.7142857142857,
Kuwait,KWT,,,2020-04-29,0.40129,,50,
Kuwait,KWT,,,2020-04-30,0.36786,,10,
Kuwait,KWT,,,2020-05-01,0.40129,,9.09090909090908,
Kuwait,KWT,,,2020-05-02,0.50171,,50,
Kuwait,KWT,,,2020-05-03,0.46814,,7.69230769230769,
Kuwait,KWT,,,2020-05-04,0.602,,38.4615384615385,
Kuwait,KWT,,,2020-05-05,0.602,,38.4615384615385,
Kuwait,KWT,,,2020-05-06,0.56857,,41.6666666666667,
Kuwait,KWT,,,2020-05-07,0.602,,63.6363636363636,
Kuwait,KWT,,,2020-05-08,0.602,,50,
Kuwait,KWT,,,2020-05-09,0.56843,,13.3333333333333,
Kuwait,KWT,,,2020-05-10,0.535,,14.2857142857143,
Kuwait,KWT,,,2020-05-11,0.66871,,11.1111111111111,
Kuwait,KWT,,,2020-05-12,0.836,,38.8888888888889,
Kuwait,KWT,,,2020-05-13,1.17057,,105.882352941176,
Kuwait,KWT,,,2020-05-14,1.33786,,122.222222222222,
Kuwait,KWT,,,2020-05-15,1.47171,,144.444444444444,
Kuwait,KWT,,,2020-05-16,1.639,,188.235294117647,
Kuwait,KWT,,,2020-05-17,1.94014,,262.5,
Kuwait,KWT,,,2020-05-18,1.80643,,170,
Kuwait,KWT,,,2020-05-19,1.773,,112,
Kuwait,KWT,,,2020-05-20,1.53871,,31.4285714285714,
Kuwait,KWT,,,2020-05-21,1.40486,,5,
Kuwait,KWT,,,2020-05-22,1.37143,,-6.81818181818182,
Kuwait,KWT,,,2020-05-23,1.40486,,-14.2857142857143,
Kuwait,KWT,,,2020-05-24,1.37143,,-29.3103448275862,
Kuwait,KWT,,,2020-05-25,1.47171,,-18.5185185185185,
Kuwait,KWT,,,2020-05-26,1.572,,-11.3207547169811,
Kuwait,KWT,,,2020-05-27,1.70586,,10.8695652173913,
Kuwait,KWT,,,2020-05-28,1.70586,,21.4285714285714,
Kuwait,KWT,,,2020-05-29,1.87314,,36.5853658536585,
Kuwait,KWT,,,2020-05-30,1.87314,,33.3333333333333,
Kuwait,KWT,,,2020-05-31,1.90657,,39.0243902439024,
Kuwait,KWT,,,2020-06-01,1.87314,,27.2727272727273,
Kuwait,KWT,,,2020-06-02,1.83971,,17.0212765957447,
Kuwait,KWT,,,2020-06-03,1.80629,,5.88235294117647,
Kuwait,KWT,,,2020-06-04,1.83986,,7.84313725490196,
Kuwait,KWT,,,2020-06-05,1.706,,-8.92857142857143,
Kuwait,KWT,,,2020-06-06,1.67257,,-10.7142857142857,
Kuwait,KWT,,,2020-06-07,1.63914,,-14.0350877192982,
Kuwait,KWT,,,2020-06-08,1.73957,,-7.14285714285714,
Kuwait,KWT,,,2020-06-09,1.63929,,-10.9090909090909,
Kuwait,KWT,,,2020-06-10,1.57243,,-12.962962962963,
Kuwait,KWT,,,2020-06-11,1.50543,,-18.1818181818182,
Kuwait,KWT,,,2020-06-12,1.43857,,-15.6862745098039,
Kuwait,KWT,,,2020-06-13,1.37171,,-18,
Kuwait,KWT,,,2020-06-14,1.171,,-28.5714285714286,
Kuwait,KWT,,,2020-06-15,1.07057,,-38.4615384615385,
Kuwait,KWT,,,2020-06-16,0.97014,,-40.8163265306122,
Kuwait,KWT,,,2020-06-17,1.00357,,-36.1702127659574,
Kuwait,KWT,,,2020-06-18,1.037,,-31.1111111111111,
Kuwait,KWT,,,2020-06-19,0.97,,-32.5581395348837,
Kuwait,KWT,,,2020-06-20,0.93657,,-31.7073170731707,
Kuwait,KWT,,,2020-06-21,1.00343,,-14.2857142857143,
Kuwait,KWT,,,2020-06-22,1.00343,,-6.25,
Kuwait,KWT,,,2020-06-23,1.07043,,10.3448275862069,
Kuwait,KWT,,,2020-06-24,1.037,,3.33333333333334,
Kuwait,KWT,,,2020-06-25,1.037,,0,
Kuwait,KWT,,,2020-06-26,1.037,,6.89655172413792,
Kuwait,KWT,,,2020-06-27,0.93657,,0,
Kuwait,KWT,,,2020-06-28,0.83614,,-16.6666666666667,
Kuwait,KWT,,,2020-06-29,0.73586,,-26.6666666666667,
Kuwait,KWT,,,2020-06-30,0.66886,,-37.5,
Kuwait,KWT,,,2020-07-01,0.66886,,-35.4838709677419,
Kuwait,KWT,,,2020-07-02,0.70243,,-32.258064516129,
Kuwait,KWT,,,2020-07-03,0.669,,-35.4838709677419,
Kuwait,KWT,,,2020-07-04,0.63557,,-32.1428571428571,
Kuwait,KWT,,,2020-07-05,0.70257,,-16,
Kuwait,KWT,,,2020-07-06,0.669,,-9.09090909090909,
Kuwait,KWT,,,2020-07-07,0.76943,,15,
Kuwait,KWT,,,2020-07-08,0.76943,,15,
Kuwait,KWT,,,2020-07-09,0.70243,,0,
Kuwait,KWT,,,2020-07-10,0.76929,,15,
Kuwait,KWT,,,2020-07-11,0.76929,,21.0526315789474,
Kuwait,KWT,,,2020-07-12,0.70229,,0,
Kuwait,KWT,,,2020-07-13,0.73586,,10,
Kuwait,KWT,,,2020-07-14,0.66886,,-13.0434782608696,
Kuwait,KWT,,,2020-07-15,0.63529,,-17.3913043478261,
Kuwait,KWT,,,2020-07-16,0.66871,,-4.76190476190477,
Kuwait,KWT,,,2020-07-17,0.66871,,-13.0434782608696,
Kuwait,KWT,,,2020-07-18,0.70214,,-8.69565217391305,
Kuwait,KWT,,,2020-07-19,0.70214,,0,
Kuwait,KWT,,,2020-07-20,0.60171,,-18.1818181818182,
Kuwait,KWT,,,2020-07-21,0.50143,,-25,
Kuwait,KWT,,,2020-07-22,0.535,,-15.7894736842105,
Kuwait,KWT,,,2020-07-23,0.602,,-10,
Kuwait,KWT,,,2020-07-24,0.63557,,-5,
Kuwait,KWT,,,2020-07-25,0.70257,,0,
Kuwait,KWT,,,2020-07-26,0.73614,,4.76190476190477,
Kuwait,KWT,,,2020-07-27,0.83657,,38.8888888888889,
Kuwait,KWT,,,2020-07-28,1.00386,,100,
Kuwait,KWT,,,2020-07-29,1.00386,,87.5,
Kuwait,KWT,,,2020-07-30,0.90343,,50,
Kuwait,KWT,,,2020-07-31,0.803,,26.3157894736842,
Kuwait,KWT,,,2020-08-01,0.736,,4.76190476190477,
Kuwait,KWT,,,2020-08-02,0.80286,,9.09090909090908,
Kuwait,KWT,,,2020-08-03,0.80286,,-4,
Kuwait,KWT,,,2020-08-04,0.76943,,-23.3333333333333,
Kuwait,KWT,,,2020-08-05,0.76943,,-23.3333333333333,
Kuwait,KWT,,,2020-08-06,0.80286,,-11.1111111111111,
Kuwait,KWT,,,2020-08-07,0.80286,,0,
Kuwait,KWT,,,2020-08-08,0.80286,,9.09090909090908,
Kuwait,KWT,,,2020-08-09,0.70243,,-12.5,
Kuwait,KWT,,,2020-08-10,0.70243,,-12.5,
Kuwait,KWT,,,2020-08-11,0.70243,,-8.69565217391305,
Kuwait,KWT,,,2020-08-12,0.70243,,-8.69565217391305,
Kuwait,KWT,,,2020-08-13,0.70243,,-12.5,
Kuwait,KWT,,,2020-08-14,0.669,,-16.6666666666667,
Kuwait,KWT,,,2020-08-15,0.76943,,-4.16666666666666,
Kuwait,KWT,,,2020-08-16,0.803,,14.2857142857143,
Kuwait,KWT,,,2020-08-17,0.76943,,9.52380952380953,
Kuwait,KWT,,,2020-08-18,0.669,,-4.76190476190477,
Kuwait,KWT,,,2020-08-19,0.63543,,-9.52380952380952,
Kuwait,KWT,,,2020-08-20,0.602,,-14.2857142857143,
Kuwait,KWT,,,2020-08-21,0.66886,,0,
Kuwait,KWT,,,2020-08-22,0.56843,,-26.0869565217391,
Kuwait,KWT,,,2020-08-23,0.50143,,-37.5,
Kuwait,KWT,,,2020-08-24,0.468,,-39.1304347826087,
Kuwait,KWT,,,2020-08-25,0.53486,,-20,
Kuwait,KWT,,,2020-08-26,0.468,,-26.3157894736842,
Kuwait,KWT,,,2020-08-27,0.468,,-22.2222222222222,
Kuwait,KWT,,,2020-08-28,0.43457,,-35,
Kuwait,KWT,,,2020-08-29,0.468,,-17.6470588235294,
Kuwait,KWT,,,2020-08-30,0.50143,,0,
Kuwait,KWT,,,2020-08-31,0.50143,,7.14285714285714,
Kuwait,KWT,,,2020-09-01,0.43457,,-18.75,
Kuwait,KWT,,,2020-09-02,0.50143,,7.14285714285714,
Kuwait,KWT,,,2020-09-03,0.468,,0,
Kuwait,KWT,,,2020-09-04,0.468,,7.69230769230769,
Kuwait,KWT,,,2020-09-05,0.40114,,-14.2857142857143,
Kuwait,KWT,,,2020-09-06,0.40114,,-20,
Kuwait,KWT,,,2020-09-07,0.46814,,-6.66666666666667,
Kuwait,KWT,,,2020-09-08,0.50157,,15.3846153846154,
Kuwait,KWT,,,2020-09-09,0.46814,,-6.66666666666667,
Kuwait,KWT,,,2020-09-10,0.56857,,21.4285714285714,
Kuwait,KWT,,,2020-09-11,0.669,,42.8571428571429,
Kyrgyzstan,KGZ,2015,Asia,,,,,
Kyrgyzstan,KGZ,,,2020-03-21,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-22,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-23,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-24,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-25,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-26,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-27,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-28,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-29,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-30,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-03-31,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-01,0,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-02,0.02186,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-03,0.02186,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-04,0.02186,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-05,0.02186,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-06,0.08757,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-07,0.08757,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-08,0.08757,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-09,0.06571,July 18: methodology change,200,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-10,0.08757,July 18: methodology change,300,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-11,0.08757,July 18: methodology change,300,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-12,0.08757,July 18: methodology change,300,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-13,0.02186,July 18: methodology change,-75,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-14,0.02186,July 18: methodology change,-75,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-15,0.02186,July 18: methodology change,-75,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-16,0.02186,July 18: methodology change,-66.6666666666667,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-17,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-18,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-19,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-20,0.04386,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-21,0.04386,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-22,0.04386,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-23,0.06571,July 18: methodology change,200,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-24,0.06571,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-25,0.06571,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-26,0.06571,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-04-27,0.02186,July 18: methodology change,-50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-28,0.02186,July 18: methodology change,-50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-29,0.02186,July 18: methodology change,-50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-04-30,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-01,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-02,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-03,0.04386,July 18: methodology change,-33.3333333333333,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-04,0.04386,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-05,0.06571,July 18: methodology change,200,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-06,0.08757,July 18: methodology change,300,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-07,0.08757,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-08,0.08757,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-09,0.08757,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-10,0.04371,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-11,0.04371,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-12,0.02186,July 18: methodology change,-66.6666666666667,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-13,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-14,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-15,0.04386,July 18: methodology change,-50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-16,0.04386,July 18: methodology change,-50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-17,0.04386,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-18,0.04386,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-19,0.04386,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-20,0.04386,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-21,0.04386,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-22,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-23,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-24,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-25,0.04386,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-26,0.04386,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-27,0.04386,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-28,0.04386,July 18: methodology change,0,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-05-29,0.04386,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-30,0.04386,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-05-31,0.04386,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-06-01,0,July 18: methodology change,-100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-02,0.02186,July 18: methodology change,-50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-03,0.08757,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-04,0.08757,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-05,0.13143,July 18: methodology change,200,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-06,0.13143,July 18: methodology change,200,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-07,0.13143,July 18: methodology change,200,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-08,0.15329,July 18: methodology change,,
Kyrgyzstan,KGZ,,,2020-06-09,0.15329,July 18: methodology change,600,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-10,0.13143,July 18: methodology change,50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-11,0.13143,July 18: methodology change,50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-12,0.08757,July 18: methodology change,-33.3333333333333,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-13,0.10943,July 18: methodology change,-16.6666666666667,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-14,0.10943,July 18: methodology change,-16.6666666666667,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-15,0.08757,July 18: methodology change,-42.8571428571429,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-16,0.08757,July 18: methodology change,-42.8571428571429,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-17,0.08757,July 18: methodology change,-33.3333333333333,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-18,0.10943,July 18: methodology change,-16.6666666666667,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-19,0.13129,July 18: methodology change,50,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-20,0.17514,July 18: methodology change,60,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-21,0.219,July 18: methodology change,100,July 18: methodology change
Kyrgyzstan,KGZ,,,2020-06-22,0.28471,July 18: methodology change,225,July 18: methodology change
